shotNO, times, types, nel, B, Pech, Pnbi-tan, Pnbi-perp, Pinput, Prad, Prad/Pinput, Wp, beta, Rax, rax_vmec, a99, D/(H+D), CIII, CIV, OV, OVI, FeXVI, Ip, Isat@4R, Isat@6L, Isat@7L, reff@100eV, ne@100eV, dVdreff@100eV, Te@center, Te@edge, ne@center, SDLloop_dPhi, SDLloop_dPhi_ext, SDLloop_dTheta
1.52718e+05,3.20030e+00,0.00000e+00,3.44104e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,1.88850e-01,5.39109e-02,3.85916e-02,4.94224e-02,3.82340e+00,3.93290e+00,5.26630e-01,1.00000e-02,2.09161e-01,6.13332e-02,1.12606e-01,1.79873e-01,1.19034e-02,-8.03826e-01,2.53290e-02,1.64193e-02,1.51853e-02,5.56611e-01,2.29624e-01,9.38711e+01,6.43199e+00,1.07694e-01,3.05993e-01,4.64637e-05,4.64637e-05,0.00000e+00
1.52718e+05,3.21030e+00,0.00000e+00,3.36947e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,2.71170e-01,7.74108e-02,3.77567e-02,4.83531e-02,3.82400e+00,3.93500e+00,5.25510e-01,1.00000e-02,2.11012e-01,7.20796e-02,9.01834e-02,1.73538e-01,2.12437e-02,-8.19606e-01,2.54272e-02,1.45305e-02,1.29798e-02,5.56453e-01,2.23635e-01,9.38221e+01,6.42703e+00,1.08155e-01,3.17224e-01,4.86745e-05,4.64637e-05,0.00000e+00
1.52718e+05,3.22030e+00,0.00000e+00,3.29790e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,1.97420e-01,5.63574e-02,3.70236e-02,4.74143e-02,3.82460e+00,3.93710e+00,5.24390e-01,1.00000e-02,2.15710e-01,5.29246e-02,7.13757e-02,1.74775e-01,1.75870e-02,-8.32574e-01,2.39870e-02,1.64580e-02,1.51520e-02,5.56295e-01,2.17647e-01,9.37731e+01,6.42208e+00,1.08617e-01,3.28456e-01,5.09440e-05,4.64637e-05,2.26407e-03
1.52718e+05,3.23030e+00,0.00000e+00,3.22633e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,2.63360e-01,7.51813e-02,3.63474e-02,4.65484e-02,3.82520e+00,3.93921e+00,5.23270e-01,1.00000e-02,2.24283e-01,5.95940e-02,7.57145e-02,1.82151e-01,1.79399e-02,-8.43036e-01,2.36927e-02,1.54770e-02,1.48818e-02,5.56137e-01,2.11658e-01,9.37241e+01,6.41713e+00,1.09078e-01,3.39687e-01,5.30319e-05,4.64637e-05,2.76214e-03
1.52718e+05,3.24030e+00,0.00000e+00,3.18504e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,2.17130e-01,6.19840e-02,3.57727e-02,4.58123e-02,3.82622e+00,3.94270e+00,5.23343e-01,1.00000e-02,2.23109e-01,6.30605e-02,4.08912e-02,1.71273e-01,1.68224e-02,-8.49942e-01,2.25115e-02,1.58458e-02,1.42845e-02,5.55312e-01,2.11293e-01,9.34645e+01,6.27352e+00,1.07991e-01,3.38072e-01,5.52956e-05,4.64637e-05,9.76562e-04
1.52718e+05,3.25030e+00,0.00000e+00,3.15865e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,2.08890e-01,5.96317e-02,3.51581e-02,4.50253e-02,3.82746e+00,3.94687e+00,5.24003e-01,1.00000e-02,2.20895e-01,6.21847e-02,1.04016e-01,1.77800e-01,1.26256e-02,-8.56801e-01,2.37110e-02,1.55885e-02,1.45302e-02,5.54158e-01,2.13698e-01,9.31012e+01,6.06161e+00,1.06140e-01,3.30129e-01,5.76075e-05,4.64637e-05,2.21079e-03
1.52718e+05,3.26030e+00,0.00000e+00,3.13227e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,2.68980e-01,7.67856e-02,3.46065e-02,4.43188e-02,3.82869e+00,3.95105e+00,5.24664e-01,1.00000e-02,2.20141e-01,6.67375e-02,6.93171e-02,1.75186e-01,1.18381e-02,-8.64587e-01,2.24578e-02,1.51608e-02,1.41463e-02,5.53004e-01,2.16102e-01,9.27379e+01,5.84971e+00,1.04289e-01,3.22186e-01,5.97927e-05,4.64637e-05,2.48976e-03
1.52718e+05,3.27030e+00,0.00000e+00,3.11337e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,2.16990e-01,6.19440e-02,3.40773e-02,4.36412e-02,3.82888e+00,3.95167e+00,5.24724e-01,1.00000e-02,2.26950e-01,5.72210e-02,7.21887e-02,1.73658e-01,2.26925e-02,-8.68026e-01,2.35898e-02,1.44515e-02,1.41225e-02,5.51861e-01,2.17059e-01,9.23875e+01,5.66402e+00,1.01226e-01,3.18808e-01,6.22150e-05,4.64637e-05,1.82698e-03
1.52718e+05,3.28030e+00,0.00000e+00,3.10898e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,2.41890e-01,6.90522e-02,3.35527e-02,4.29693e-02,3.82705e+00,3.94541e+00,5.23620e-01,1.00000e-02,2.22777e-01,5.92863e-02,1.10731e-01,1.80554e-01,8.89681e-03,-8.68262e-01,2.36250e-02,1.45270e-02,1.34422e-02,5.50738e-01,2.15206e-01,9.20622e+01,5.52919e+00,9.58092e-02,3.24291e-01,6.44564e-05,4.64637e-05,3.36525e-03
1.52718e+05,3.29030e+00,0.00000e+00,3.10459e-01,2.53850e+00,3.50300e+00,0.00000e+00,0.00000e+00,3.50300e+00,2.66700e-01,7.61347e-02,3.30701e-02,4.23513e-02,3.82523e+00,3.93916e+00,5.22515e-01,1.00000e-02,2.18605e-01,7.29049e-02,9.25049e-02,1.74023e-01,1.55318e-02,-8.72902e-01,2.31720e-02,1.38285e-02,1.42302e-02,5.49615e-01,2.13353e-01,9.17370e+01,5.39437e+00,9.03926e-02,3.29773e-01,6.67959e-05,4.64637e-05,3.23889e-03
1.52718e+05,3.30030e+00,0.00000e+00,3.10021e-01,2.53850e+00,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,2.30400e-01,inf,3.06874e-02,3.92998e-02,3.82340e+00,3.93290e+00,5.21410e-01,1.00000e-02,2.04799e-01,6.62505e-02,8.46234e-02,1.78120e-01,7.63175e-03,-8.51944e-01,2.01578e-02,1.41065e-02,1.30768e-02,5.48491e-01,2.11500e-01,9.14117e+01,5.25954e+00,8.49760e-02,3.35256e-01,6.92568e-05,4.64637e-05,2.34172e-03
1.52718e+05,3.31030e+00,0.00000e+00,3.11345e-01,2.53850e+00,0.00000e+00,2.74358e+00,0.00000e+00,2.74358e+00,1.81120e-01,6.60158e-02,1.42356e-02,1.82308e-02,3.82280e+00,3.93080e+00,5.37020e-01,1.00000e-02,1.92413e-01,6.99416e-02,9.83602e-02,2.10776e-01,1.44919e-02,-6.66699e-01,1.63855e-02,1.20923e-02,1.14875e-02,4.04585e-01,2.30210e-01,6.71486e+01,3.71027e+00,6.19836e-02,3.16663e-01,7.30480e-05,4.64637e-05,5.40031e-02
1.52718e+05,3.32030e+00,0.00000e+00,3.12670e-01,2.53850e+00,0.00000e+00,3.16442e+00,0.00000e+00,3.16442e+00,1.28080e-01,4.04750e-02,2.22595e-03,2.85066e-03,3.82220e+00,3.92870e+00,5.52629e-01,1.00000e-02,1.81684e-01,6.74129e-02,9.94467e-02,2.13218e-01,1.55084e-02,-5.61301e-01,1.39525e-02,1.13765e-02,9.42052e-03,2.60679e-01,2.48921e-01,4.28855e+01,2.16100e+00,3.89912e-02,2.98070e-01,7.68496e-05,4.64637e-05,1.03122e-01
1.52718e+05,3.33030e+00,0.00000e+00,3.13995e-01,2.53850e+00,0.00000e+00,3.19259e+00,0.00000e+00,3.19259e+00,1.52630e-01,4.78076e-02,-4.60869e-03,-5.90212e-03,3.82160e+00,3.92659e+00,5.68239e-01,1.00000e-02,1.71168e-01,7.52847e-02,6.75170e-02,2.41131e-01,1.01435e-02,-5.47466e-01,1.29213e-02,1.14848e-02,1.04903e-02,1.16773e-01,2.67632e-01,1.86224e+01,6.11721e-01,1.59988e-02,2.79477e-01,8.09488e-05,4.64637e-05,1.41857e-01
1.52718e+05,3.34030e+00,0.00000e+00,3.24524e-01,2.53850e+00,0.00000e+00,3.24958e+00,0.00000e+00,3.24958e+00,1.08600e-01,3.34197e-02,-7.61809e-03,-9.75611e-03,3.82100e+00,3.92451e+00,5.67185e-01,1.00000e-02,1.60937e-01,7.75505e-02,6.52433e-02,2.77634e-01,8.23668e-03,-5.60945e-01,1.04812e-02,1.14410e-02,1.01007e-02,1.57299e-01,2.94845e-01,2.46856e+01,3.72459e-01,1.36078e-02,3.04212e-01,8.52002e-05,4.64637e-05,1.61604e-01
1.52718e+05,3.35030e+00,0.00000e+00,3.39586e-01,2.53850e+00,0.00000e+00,3.24748e+00,0.00000e+00,3.24748e+00,9.14150e-02,2.81496e-02,-8.06119e-03,-1.03236e-02,3.82040e+00,3.92244e+00,5.57924e-01,1.00000e-02,1.78679e-01,1.01768e-01,6.17840e-02,3.68557e-01,5.53909e-03,-5.82634e-01,8.91255e-03,1.34707e-02,1.17267e-02,2.88664e-01,3.26246e-01,4.56856e+01,7.78428e-01,2.13638e-02,3.50287e-01,8.96129e-05,4.64637e-05,1.57867e-01
1.52718e+05,3.36030e+00,0.00000e+00,3.54649e-01,2.53850e+00,0.00000e+00,3.24239e+00,0.00000e+00,3.24239e+00,1.43790e-01,4.43468e-02,-7.01211e-03,-8.98006e-03,3.81980e+00,3.92037e+00,5.48662e-01,1.00000e-02,2.83399e-01,1.73521e-01,1.24021e-01,6.02678e-01,1.26463e-02,-6.08992e-01,9.14267e-03,1.28590e-02,1.28262e-02,4.20030e-01,3.57646e-01,6.66856e+01,1.18440e+00,2.91198e-02,3.96362e-01,9.42157e-05,4.64637e-05,1.40125e-01
1.52718e+05,3.37030e+00,0.00000e+00,4.15922e-01,2.53850e+00,0.00000e+00,3.29591e+00,0.00000e+00,3.29591e+00,1.52640e-01,4.63120e-02,-5.00024e-03,-6.40356e-03,3.81960e+00,3.91970e+00,5.42636e-01,1.00000e-02,6.60539e-01,3.39640e-01,1.79397e-01,4.62151e-01,9.58833e-03,-6.58449e-01,1.07866e-02,1.80925e-02,1.60355e-02,5.06787e-01,4.47979e-01,8.05585e+01,1.40467e+00,3.39894e-02,4.43943e-01,9.88421e-05,4.64637e-05,1.21148e-01
1.52718e+05,3.38030e+00,0.00000e+00,5.66899e-01,2.53850e+00,0.00000e+00,3.38712e+00,0.00000e+00,3.38712e+00,1.79860e-01,5.31012e-02,-2.40637e-03,-3.08171e-03,3.82020e+00,3.92177e+00,5.42887e-01,1.00000e-02,1.20629e+00,2.97667e-01,6.50910e-02,1.47854e-01,6.49322e-03,-7.32321e-01,1.12777e-02,1.78028e-02,1.55128e-02,5.06951e-01,6.52709e-01,8.05965e+01,1.26447e+00,3.32562e-02,4.94445e-01,1.05381e-04,4.64637e-05,1.00008e-01
1.52718e+05,3.39030e+00,0.00000e+00,7.17875e-01,2.53850e+00,0.00000e+00,3.44199e+00,0.00000e+00,3.44199e+00,2.31980e-01,6.73970e-02,2.03385e-03,2.60465e-03,3.82080e+00,3.92383e+00,5.43139e-01,1.70321e-02,1.43191e+00,2.16107e-01,7.86097e-02,1.58235e-01,8.71739e-03,-7.69594e-01,1.47765e-02,1.71025e-02,1.41953e-02,5.07114e-01,8.57438e-01,8.06345e+01,1.12427e+00,3.25229e-02,5.44947e-01,1.12357e-04,4.64637e-05,8.27682e-02
1.52718e+05,3.40030e+00,0.00000e+00,8.68852e-01,2.53850e+00,0.00000e+00,3.48386e+00,0.00000e+00,3.48386e+00,2.57940e-01,7.40386e-02,8.75426e-03,1.12111e-02,3.82140e+00,3.92590e+00,5.43390e-01,3.88681e-02,1.55245e+00,2.19393e-01,7.00936e-02,1.34476e-01,5.76393e-03,-8.53242e-01,2.01112e-02,1.90962e-02,1.76132e-02,5.07278e-01,1.06217e+00,8.06725e+01,9.84064e-01,3.17897e-02,5.95449e-01,1.18998e-04,4.64637e-05,6.90611e-02
1.52718e+05,3.41030e+00,0.00000e+00,9.95205e-01,2.53850e+00,0.00000e+00,3.51285e+00,0.00000e+00,3.51285e+00,2.98040e-01,8.48427e-02,1.72754e-02,2.21238e-02,3.82275e+00,3.93001e+00,5.46828e-01,4.84759e-02,1.77267e+00,2.56980e-01,6.88220e-02,1.24986e-01,8.48670e-03,-9.92270e-01,2.39362e-02,2.26432e-02,1.84192e-02,5.15392e-01,1.13408e+00,8.26795e+01,1.03538e+00,4.15909e-02,7.32443e-01,1.24484e-04,4.64637e-05,6.55224e-02
1.52718e+05,3.42030e+00,0.00000e+00,1.12156e+00,2.53850e+00,0.00000e+00,3.54136e+00,0.00000e+00,3.54136e+00,3.41730e-01,9.64967e-02,2.63292e-02,3.37185e-02,3.82410e+00,3.93413e+00,5.50267e-01,2.66399e-02,1.74721e+00,3.20140e-01,9.34754e-02,1.05252e-01,5.97384e-03,-1.19714e+00,2.80115e-02,2.65950e-02,2.23745e-02,5.23506e-01,1.20600e+00,8.46865e+01,1.08670e+00,5.13922e-02,8.69437e-01,1.28195e-04,4.64637e-05,7.52923e-02
1.52718e+05,3.43030e+00,0.00000e+00,1.24791e+00,2.53850e+00,0.00000e+00,3.59173e+00,0.00000e+00,3.59173e+00,3.93630e-01,1.09594e-01,3.44972e-02,4.41789e-02,3.82545e+00,3.93824e+00,5.53705e-01,1.00000e-02,1.37162e+00,4.13915e-01,1.11396e-01,1.10151e-01,5.33773e-03,-1.48285e+00,3.07350e-02,3.36760e-02,2.77025e-02,5.31621e-01,1.27791e+00,8.66936e+01,1.13802e+00,6.11935e-02,1.00643e+00,1.29197e-04,4.64637e-05,1.03550e-01
1.52718e+05,3.44030e+00,0.00000e+00,1.33373e+00,2.53850e+00,0.00000e+00,3.60595e+00,0.00000e+00,3.60595e+00,4.63820e-01,1.28626e-01,4.18069e-02,5.35400e-02,3.82590e+00,3.93960e+00,5.57886e-01,1.00000e-02,1.06265e+00,4.70934e-01,1.21382e-01,1.56764e-01,4.06905e-03,-1.79418e+00,3.52457e-02,4.38367e-02,3.67425e-02,5.38668e-01,1.31706e+00,8.86299e+01,1.18508e+00,7.28145e-02,1.13293e+00,1.29261e-04,4.64637e-05,1.47105e-01
1.52718e+05,3.45030e+00,0.00000e+00,1.39958e+00,2.53850e+00,0.00000e+00,3.61387e+00,0.00000e+00,3.61387e+00,4.16530e-01,1.15259e-01,4.87190e-02,6.23920e-02,3.82590e+00,3.93960e+00,5.62433e-01,1.00000e-02,5.80751e-01,2.37408e-01,1.84660e-01,4.88997e-01,4.40489e-03,-2.05170e+00,4.31340e-02,5.25840e-02,4.99740e-02,5.45190e-01,1.34005e+00,9.05314e+01,1.23004e+00,8.53318e-02,1.25426e+00,1.27548e-04,4.64637e-05,1.97755e-01
1.52718e+05,3.46030e+00,0.00000e+00,1.46543e+00,2.53850e+00,0.00000e+00,3.60689e+00,0.00000e+00,3.60689e+00,3.47290e-01,9.62851e-02,5.70844e-02,7.31052e-02,3.82590e+00,3.93960e+00,5.66979e-01,1.00000e-02,2.78457e-01,1.21776e-01,1.01049e-01,4.05501e-01,1.38389e-03,-2.20206e+00,5.11842e-02,6.67112e-02,6.43990e-02,5.51711e-01,1.36305e+00,9.24329e+01,1.27501e+00,9.78491e-02,1.37558e+00,1.25775e-04,4.64637e-05,2.14512e-01
1.52718e+05,3.47030e+00,0.00000e+00,1.50727e+00,2.53850e+00,0.00000e+00,3.61896e+00,0.00000e+00,3.61896e+00,3.42260e-01,9.45743e-02,6.21453e-02,7.95864e-02,3.82610e+00,3.94030e+00,5.69676e-01,1.00000e-02,2.52577e-01,9.82396e-02,5.82509e-02,2.70599e-01,6.08516e-03,-2.41482e+00,5.46468e-02,6.62520e-02,7.20335e-02,5.56264e-01,1.37014e+00,9.37673e+01,1.31556e+00,1.06979e-01,1.45854e+00,1.23838e-04,4.64637e-05,2.28339e-01
1.52718e+05,3.48030e+00,0.00000e+00,1.50250e+00,2.53850e+00,0.00000e+00,3.64749e+00,0.00000e+00,3.64749e+00,3.37230e-01,9.24552e-02,6.43648e-02,8.24288e-02,3.82670e+00,3.94237e+00,5.68780e-01,1.00000e-02,2.49198e-01,1.02100e-01,9.64625e-02,2.72746e-01,1.27787e-03,-2.63941e+00,5.84337e-02,7.23602e-02,7.36758e-02,5.56995e-01,1.34637e+00,9.40012e+01,1.34754e+00,1.09533e-01,1.46703e+00,1.21964e-04,4.64637e-05,2.55841e-01
1.52718e+05,3.49030e+00,0.00000e+00,1.49773e+00,2.53850e+00,0.00000e+00,3.64455e+00,0.00000e+00,3.64455e+00,3.53500e-01,9.69942e-02,6.55608e-02,8.39605e-02,3.82730e+00,3.94443e+00,5.67885e-01,1.00000e-02,2.52670e-01,9.61409e-02,7.37864e-02,2.69349e-01,3.84649e-03,-2.85573e+00,5.70958e-02,7.07577e-02,7.33610e-02,5.57726e-01,1.32259e+00,9.42350e+01,1.37953e+00,1.12088e-01,1.47551e+00,1.20451e-04,4.64637e-05,2.90257e-01
1.52718e+05,3.50030e+00,0.00000e+00,1.49296e+00,2.53850e+00,0.00000e+00,3.64859e+00,0.00000e+00,3.64859e+00,3.36330e-01,9.21807e-02,6.59103e-02,8.44081e-02,3.82790e+00,3.94650e+00,5.66990e-01,1.00000e-02,2.56506e-01,9.85869e-02,7.44790e-02,2.70765e-01,3.03224e-03,-3.05144e+00,5.98032e-02,6.98455e-02,7.34457e-02,5.58457e-01,1.29881e+00,9.44688e+01,1.41152e+00,1.14642e-01,1.48400e+00,1.19074e-04,4.64637e-05,3.21321e-01
1.52718e+05,3.51030e+00,0.00000e+00,1.50124e+00,2.53850e+00,0.00000e+00,3.62842e+00,0.00000e+00,3.62842e+00,3.59050e-01,9.89549e-02,6.57812e-02,8.42427e-02,3.82850e+00,3.94857e+00,5.67278e-01,1.00000e-02,2.60662e-01,1.01917e-01,8.11278e-02,2.78964e-01,3.56106e-03,-3.23764e+00,6.28522e-02,7.32472e-02,7.25065e-02,5.58281e-01,1.31361e+00,9.44144e+01,1.40597e+00,1.14682e-01,1.49011e+00,1.18103e-04,4.64637e-05,3.50034e-01
1.52718e+05,3.52030e+00,0.00000e+00,1.50952e+00,2.53850e+00,0.00000e+00,3.62792e+00,0.00000e+00,3.62792e+00,3.70400e-01,1.02097e-01,6.54446e-02,8.38117e-02,3.82910e+00,3.95064e+00,5.67567e-01,1.00000e-02,2.63955e-01,9.71788e-02,1.03147e-01,2.83826e-01,2.40276e-03,-3.41857e+00,5.93727e-02,7.43417e-02,7.51495e-02,5.58104e-01,1.32841e+00,9.43600e+01,1.40041e+00,1.14723e-01,1.49621e+00,1.17682e-04,4.64637e-05,3.75818e-01
1.52718e+05,3.53030e+00,0.00000e+00,1.51780e+00,2.53850e+00,0.00000e+00,3.65981e+00,0.00000e+00,3.65981e+00,3.60290e-01,9.84451e-02,6.48003e-02,8.29866e-02,3.82970e+00,3.95272e+00,5.67855e-01,1.00000e-02,2.65802e-01,9.87701e-02,7.30381e-02,2.87653e-01,2.95494e-03,-3.58861e+00,6.66652e-02,7.58880e-02,7.75727e-02,5.57927e-01,1.34322e+00,9.43056e+01,1.39485e+00,1.14763e-01,1.50232e+00,1.17790e-04,4.64637e-05,3.96945e-01
1.52718e+05,3.54030e+00,0.00000e+00,1.51626e+00,2.53850e+00,0.00000e+00,3.65505e+00,0.00000e+00,3.65505e+00,3.82100e-01,1.04540e-01,6.41565e-02,8.21621e-02,3.82958e+00,3.95195e+00,5.67906e-01,2.25389e-02,2.73261e-01,1.03527e-01,8.09545e-02,2.96305e-01,2.65588e-03,-3.75172e+00,6.42143e-02,8.05772e-02,7.95275e-02,5.58020e-01,1.35214e+00,9.43348e+01,1.40493e+00,1.14944e-01,1.52257e+00,1.18466e-04,4.64637e-05,4.14575e-01
1.52718e+05,3.55030e+00,0.00000e+00,1.50988e+00,2.53850e+00,0.00000e+00,3.65683e+00,0.00000e+00,3.65683e+00,3.81840e-01,1.04418e-01,6.34113e-02,8.12078e-02,3.82910e+00,3.94979e+00,5.67840e-01,5.14349e-02,2.77491e-01,1.07698e-01,8.79717e-02,2.92605e-01,3.18369e-03,-3.91309e+00,6.72323e-02,8.20805e-02,8.11995e-02,5.58245e-01,1.35818e+00,9.44052e+01,1.42271e+00,1.15193e-01,1.54979e+00,1.18950e-04,4.64637e-05,4.30759e-01
1.52718e+05,3.56030e+00,0.00000e+00,1.50351e+00,2.53850e+00,0.00000e+00,3.63430e+00,0.00000e+00,3.63430e+00,3.87950e-01,1.06747e-01,6.28248e-02,8.04567e-02,3.82862e+00,3.94763e+00,5.67774e-01,6.41491e-02,2.84969e-01,1.08271e-01,6.36956e-02,2.89620e-01,1.39274e-03,-4.08885e+00,6.63672e-02,8.36360e-02,8.25580e-02,5.58470e-01,1.36421e+00,9.44756e+01,1.44049e+00,1.15443e-01,1.57701e+00,1.19829e-04,4.64637e-05,4.43413e-01
1.52718e+05,3.57030e+00,0.00000e+00,1.50648e+00,2.53850e+00,0.00000e+00,3.63811e+00,0.00000e+00,3.63811e+00,3.87240e-01,1.06440e-01,6.22993e-02,7.97836e-02,3.82830e+00,3.94620e+00,5.67757e-01,3.52531e-02,2.94164e-01,1.03556e-01,8.22139e-02,2.92504e-01,7.51485e-03,-4.22450e+00,6.62990e-02,2.06460e-02,8.25580e-02,5.58456e-01,1.37434e+00,9.44696e+01,1.43854e+00,1.15163e-01,1.59724e+00,1.20774e-04,4.64637e-05,4.53996e-01
1.52718e+05,3.58030e+00,0.00000e+00,1.52761e+00,2.53850e+00,0.00000e+00,3.67123e+00,0.00000e+00,3.67123e+00,3.98810e-01,1.08631e-01,6.18102e-02,7.91573e-02,3.82830e+00,3.94620e+00,5.67838e-01,1.00000e-02,2.91430e-01,1.04486e-01,8.26383e-02,2.97943e-01,1.60971e-03,-4.36799e+00,6.48325e-02,8.50043e-02,8.52613e-02,5.57977e-01,1.39241e+00,9.43153e+01,1.39828e+00,1.13855e-01,1.60390e+00,1.21833e-04,4.64637e-05,4.59973e-01
1.52718e+05,3.59030e+00,0.00000e+00,1.54873e+00,2.53850e+00,0.00000e+00,3.67111e+00,0.00000e+00,3.67111e+00,4.09850e-01,1.11642e-01,6.13830e-02,7.86101e-02,3.82830e+00,3.94620e+00,5.67919e-01,1.00000e-02,2.93703e-01,1.07577e-01,9.43268e-02,2.90671e-01,4.80457e-03,-4.51485e+00,6.60833e-02,8.56302e-02,8.30112e-02,5.57498e-01,1.41049e+00,9.41610e+01,1.35802e+00,1.12547e-01,1.61056e+00,1.23260e-04,4.64637e-05,4.65315e-01
1.52718e+05,3.60030e+00,0.00000e+00,1.56986e+00,2.53850e+00,0.00000e+00,3.68234e+00,0.00000e+00,3.68234e+00,3.86380e-01,1.04928e-01,6.10057e-02,7.81270e-02,3.82830e+00,3.94620e+00,5.68000e-01,1.00000e-02,2.95334e-01,1.08507e-01,7.62955e-02,2.90299e-01,1.55874e-03,-4.65845e+00,6.70905e-02,8.12290e-02,8.39495e-02,5.57019e-01,1.42856e+00,9.40066e+01,1.31776e+00,1.11239e-01,1.61722e+00,1.24313e-04,4.64637e-05,4.71179e-01
1.52718e+05,3.61030e+00,0.00000e+00,1.59070e+00,2.53850e+00,0.00000e+00,3.66803e+00,0.00000e+00,3.66803e+00,4.14100e-01,1.12894e-01,6.06762e-02,7.77050e-02,3.82830e+00,3.94620e+00,5.67622e-01,1.00000e-02,2.94314e-01,1.11837e-01,7.55578e-02,2.87262e-01,4.52630e-03,-4.80165e+00,6.75812e-02,8.50705e-02,8.33855e-02,5.56105e-01,1.46604e+00,9.37183e+01,1.34731e+00,1.08952e-01,1.59366e+00,1.25691e-04,4.64637e-05,4.75433e-01
1.52718e+05,3.62030e+00,0.00000e+00,1.61155e+00,2.53850e+00,0.00000e+00,3.66977e+00,0.00000e+00,3.66977e+00,4.08460e-01,1.11304e-01,6.06489e-02,7.76701e-02,3.82830e+00,3.94620e+00,5.67243e-01,3.95622e-02,2.96047e-01,1.06523e-01,1.00580e-01,2.90535e-01,4.43424e-03,-4.93529e+00,6.55160e-02,8.29545e-02,6.31538e-02,5.55191e-01,1.50352e+00,9.34300e+01,1.37686e+00,1.06665e-01,1.57010e+00,1.26697e-04,4.64637e-05,4.81230e-01
1.52718e+05,3.63030e+00,0.00000e+00,1.63240e+00,2.53850e+00,0.00000e+00,3.70288e+00,0.00000e+00,3.70288e+00,3.96590e-01,1.07103e-01,6.05109e-02,7.74933e-02,3.82830e+00,3.94620e+00,5.66865e-01,7.04702e-02,2.98284e-01,1.10394e-01,1.02631e-01,2.87062e-01,3.32456e-03,-5.07070e+00,6.85220e-02,8.86047e-02,8.90045e-02,5.54277e-01,1.54100e+00,9.31417e+01,1.40641e+00,1.04378e-01,1.54654e+00,1.27819e-04,4.64637e-05,4.84471e-01
1.52718e+05,3.64030e+00,0.00000e+00,1.64758e+00,2.53850e+00,0.00000e+00,3.70883e+00,0.00000e+00,3.70883e+00,4.46230e-01,1.20315e-01,6.04227e-02,7.73804e-02,3.82830e+00,3.94620e+00,5.67205e-01,5.31618e-02,3.01833e-01,1.07787e-01,8.86952e-02,2.84484e-01,3.82380e-03,-5.19275e+00,7.23163e-02,8.71385e-02,8.69600e-02,5.54549e-01,1.55110e+00,9.32272e+01,1.41667e+00,1.04967e-01,1.55335e+00,1.29479e-04,4.64637e-05,4.86407e-01
1.52718e+05,3.65030e+00,0.00000e+00,1.65996e+00,2.53850e+00,0.00000e+00,3.71922e+00,0.00000e+00,3.71922e+00,3.99930e-01,1.07531e-01,6.03267e-02,7.72574e-02,3.82830e+00,3.94620e+00,5.67898e-01,2.22538e-02,3.01570e-01,1.14344e-01,9.04925e-02,2.84712e-01,3.76997e-03,-5.32483e+00,7.12443e-02,8.73365e-02,8.64498e-02,5.55405e-01,1.54772e+00,9.34970e+01,1.41742e+00,1.06974e-01,1.57512e+00,1.30627e-04,4.64637e-05,4.87121e-01
1.52718e+05,3.66030e+00,0.00000e+00,1.67235e+00,2.53850e+00,0.00000e+00,3.69683e+00,0.00000e+00,3.69683e+00,4.20970e-01,1.13873e-01,6.05770e-02,7.75780e-02,3.82830e+00,3.94620e+00,5.68592e-01,1.00000e-02,3.05259e-01,1.07773e-01,8.60593e-02,2.90686e-01,3.06635e-03,-5.46529e+00,7.12388e-02,8.74922e-02,8.97295e-02,5.56261e-01,1.54433e+00,9.37667e+01,1.41818e+00,1.08980e-01,1.59689e+00,1.31709e-04,4.64637e-05,4.87885e-01
1.52718e+05,3.67030e+00,0.00000e+00,1.68444e+00,2.53850e+00,0.00000e+00,3.70200e+00,0.00000e+00,3.70200e+00,4.37090e-01,1.18069e-01,6.07690e-02,7.78239e-02,3.82810e+00,3.94551e+00,5.69398e-01,1.00000e-02,3.10704e-01,1.05740e-01,8.16677e-02,2.92795e-01,7.25525e-03,-5.59608e+00,7.37397e-02,9.28640e-02,9.09595e-02,5.57418e-01,1.54785e+00,9.41352e+01,1.42225e+00,1.11663e-01,1.61075e+00,1.32838e-04,4.64637e-05,4.90807e-01
1.52718e+05,3.68030e+00,0.00000e+00,1.69595e+00,2.53850e+00,0.00000e+00,3.73046e+00,0.00000e+00,3.73046e+00,4.30450e-01,1.15388e-01,6.10169e-02,7.81413e-02,3.82750e+00,3.94347e+00,5.70422e-01,1.00000e-02,3.08119e-01,1.05369e-01,1.30442e-01,2.85122e-01,2.01245e-03,-5.72577e+00,6.99883e-02,9.22830e-02,9.10263e-02,5.59158e-01,1.56479e+00,9.46957e+01,1.43277e+00,1.15657e-01,1.60927e+00,1.33618e-04,4.64637e-05,4.95055e-01
